NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY	REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY		21	0.37900433	1.1966552	0.2139535	1.0	1.0	85	tags=10%, list=1%, signal=10%	
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S		60	0.28660882	1.1951346	0.15641026	1.0	1.0	3933	tags=25%, list=26%, signal=33%	
REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS	REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS		73	0.2800088	1.1878681	0.16624685	1.0	1.0	3484	tags=29%, list=23%, signal=37%	
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING		20	0.37648305	1.1868386	0.24827586	1.0	1.0	1985	tags=25%, list=13%, signal=29%	
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER		26	0.34563705	1.186684	0.20803782	1.0	1.0	3172	tags=31%, list=21%, signal=39%	
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION		61	0.28803518	1.1812196	0.1697128	1.0	1.0	3344	tags=28%, list=22%, signal=35%	
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND		14	0.42463955	1.1679333	0.26923078	1.0	1.0	1715	tags=43%, list=11%, signal=48%	
REACTOME_SIGNALING_BY_FGFR3	REACTOME_SIGNALING_BY_FGFR3		30	0.3421995	1.1670377	0.24465558	1.0	1.0	1985	tags=23%, list=13%, signal=27%	
WP_ERBB_SIGNALING_PATHWAY	WP_ERBB_SIGNALING_PATHWAY		39	0.3179954	1.1655278	0.225	1.0	1.0	1399	tags=18%, list=9%, signal=20%	
REACTOME_INSULIN_PROCESSING	REACTOME_INSULIN_PROCESSING		10	0.45576802	1.161684	0.30125523	1.0	1.0	3485	tags=40%, list=23%, signal=52%	
