NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER		82	0.2137802	0.987705	0.49868074	1.0	1.0	4417	tags=37%, list=29%, signal=51%	
WP_EUKARYOTIC_TRANSCRIPTION_INITIATION	WP_EUKARYOTIC_TRANSCRIPTION_INITIATION		39	0.2484072	0.9830976	0.47956988	1.0	1.0	2525	tags=28%, list=16%, signal=34%	
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX		31	0.26375207	0.982904	0.48941177	1.0	1.0	4905	tags=48%, list=32%, signal=71%	
REACTOME_G_PROTEIN_ACTIVATION	REACTOME_G_PROTEIN_ACTIVATION		18	0.3071429	0.9825655	0.47716895	1.0	1.0	2264	tags=28%, list=15%, signal=33%	
REACTOME_CHAPERONIN_MEDIATED_PROTEIN_FOLDING	REACTOME_CHAPERONIN_MEDIATED_PROTEIN_FOLDING		33	0.25347444	0.98005074	0.4774775	1.0	1.0	3011	tags=27%, list=20%, signal=34%	
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION		12	0.34243286	0.9799974	0.4568182	1.0	1.0	357	tags=17%, list=2%, signal=17%	
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS		11	0.3515514	0.9770786	0.46854663	1.0	1.0	5426	tags=64%, list=35%, signal=98%	
BIOCARTA_PITX2_PATHWAY	BIOCARTA_PITX2_PATHWAY		13	0.3354222	0.97524834	0.5	1.0	1.0	3687	tags=38%, list=24%, signal=51%	
REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED	REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED		6	0.4248381	0.97395366	0.46707818	1.0	1.0	2436	tags=33%, list=16%, signal=40%	
REACTOME_S_PHASE	REACTOME_S_PHASE		145	0.18979248	0.9726349	0.51960784	1.0	1.0	4107	tags=29%, list=27%, signal=39%	
