NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	REACTOME_ACYL_CHAIN_REMODELLING_OF_PE		15	-0.5496816	-1.5512164	0.03846154	0.2754005	1.0	2977	tags=53%, list=19%, signal=66%	
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING		14	-0.57048976	-1.5499299	0.040618956	0.27531093	1.0	3601	tags=64%, list=23%, signal=84%	
WP_IRON_HOMEOSTASIS	WP_IRON_HOMEOSTASIS		10	-0.6117027	-1.5405394	0.07321773	0.2922645	1.0	3309	tags=70%, list=21%, signal=89%	
REACTOME_RHOQ_GTPASE_CYCLE	REACTOME_RHOQ_GTPASE_CYCLE		52	-0.40344453	-1.5390636	0.020295203	0.29230535	1.0	2694	tags=37%, list=17%, signal=44%	
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS		21	-0.50156134	-1.5386931	0.03949731	0.29008627	1.0	3289	tags=52%, list=21%, signal=66%	
REACTOME_TELOMERE_MAINTENANCE	REACTOME_TELOMERE_MAINTENANCE		85	-0.37161306	-1.538571	0.014184397	0.28745028	1.0	4480	tags=41%, list=29%, signal=58%	
REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7	REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7		5	-0.7588804	-1.5360045	0.03206413	0.28979415	1.0	3442	tags=80%, list=22%, signal=103%	
REACTOME_RMTS_METHYLATE_HISTONE_ARGININES	REACTOME_RMTS_METHYLATE_HISTONE_ARGININES		55	-0.3962697	-1.5358953	0.01058201	0.28718302	1.0	3833	tags=36%, list=25%, signal=48%	
REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS		38	-0.43182504	-1.5319276	0.016014235	0.2923751	1.0	1758	tags=37%, list=11%, signal=41%	
REACTOME_SIGNAL_TRANSDUCTION_BY_L1	REACTOME_SIGNAL_TRANSDUCTION_BY_L1		18	-0.4997429	-1.5302275	0.040968344	0.29305556	1.0	4162	tags=56%, list=27%, signal=76%	
REACTOME_MAPK3_ERK1_ACTIVATION	REACTOME_MAPK3_ERK1_ACTIVATION		9	-0.62877893	-1.5284555	0.04761905	0.2939789	1.0	3682	tags=67%, list=24%, signal=88%	
REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA	REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA		57	-0.3893768	-1.5274688	0.012345679	0.2932566	1.0	4117	tags=40%, list=27%, signal=55%	
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS	REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS		8	-0.65062606	-1.5263104	0.05631068	0.29301888	1.0	2326	tags=63%, list=15%, signal=74%	
WP_GLYCOLYSIS_AND_GLUCONEOGENESIS	WP_GLYCOLYSIS_AND_GLUCONEOGENESIS		39	-0.42996666	-1.5226402	0.037366547	0.29821146	1.0	5222	tags=49%, list=34%, signal=73%	
BIOCARTA_BARRESTIN_SRC_PATHWAY	BIOCARTA_BARRESTIN_SRC_PATHWAY		13	-0.5675309	-1.5191444	0.03883495	0.3030476	1.0	4050	tags=62%, list=26%, signal=83%	
REACTOME_PARACETAMOL_ADME	REACTOME_PARACETAMOL_ADME		14	-0.55200344	-1.5135729	0.05050505	0.31249827	1.0	2014	tags=43%, list=13%, signal=49%	
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS		8	-0.63557786	-1.4938893	0.07007576	0.35555145	1.0	934	tags=38%, list=6%, signal=40%	
WP_SPINAL_CORD_INJURY	WP_SPINAL_CORD_INJURY		68	-0.3718114	-1.4922664	0.01663586	0.35601377	1.0	4407	tags=49%, list=29%, signal=68%	
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS		146	-0.32375193	-1.491104	0.008237232	0.35555378	1.0	4085	tags=36%, list=26%, signal=48%	
REACTOME_KERATINIZATION	REACTOME_KERATINIZATION		12	-0.5487542	-1.4887731	0.06262231	0.35776427	1.0	1828	tags=50%, list=12%, signal=57%	
REACTOME_CELL_JUNCTION_ORGANIZATION	REACTOME_CELL_JUNCTION_ORGANIZATION		46	-0.39830345	-1.488095	0.033834588	0.35639045	1.0	3266	tags=37%, list=21%, signal=47%	
BIOCARTA_NEUTROPHIL_PATHWAY	BIOCARTA_NEUTROPHIL_PATHWAY		8	-0.6325988	-1.4866294	0.06967985	0.35659575	1.0	1853	tags=63%, list=12%, signal=71%	
REACTOME_DRUG_ADME	REACTOME_DRUG_ADME		47	-0.40029627	-1.4863064	0.027422303	0.35423484	1.0	2156	tags=30%, list=14%, signal=35%	
REACTOME_GAMMA_CARBOXYLATION_OF_PROTEIN_PRECURSORS	REACTOME_GAMMA_CARBOXYLATION_OF_PROTEIN_PRECURSORS		5	-0.734593	-1.4814417	0.055248618	0.36251643	1.0	2267	tags=60%, list=15%, signal=70%	
WP_FOLIC_ACID_NETWORK	WP_FOLIC_ACID_NETWORK		17	-0.4997515	-1.4799979	0.054205608	0.3629965	1.0	4266	tags=59%, list=28%, signal=81%	
BIOCARTA_MCALPAIN_PATHWAY	BIOCARTA_MCALPAIN_PATHWAY		15	-0.53006524	-1.4777141	0.069548875	0.36540207	1.0	3842	tags=60%, list=25%, signal=80%	
REACTOME_NUCLEOTIDE_CATABOLISM	REACTOME_NUCLEOTIDE_CATABOLISM		27	-0.4420062	-1.4735243	0.04895105	0.37249795	1.0	3656	tags=41%, list=24%, signal=53%	
BIOCARTA_MPR_PATHWAY	BIOCARTA_MPR_PATHWAY		14	-0.5284404	-1.4703635	0.06095238	0.37697652	1.0	4168	tags=71%, list=27%, signal=98%	
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE		61	-0.3694319	-1.4698144	0.03152364	0.37536705	1.0	4117	tags=41%, list=27%, signal=56%	
WP_WNT_SIGNALING_IN_KIDNEY_DISEASE	WP_WNT_SIGNALING_IN_KIDNEY_DISEASE		25	-0.4456211	-1.4692984	0.06286837	0.3736046	1.0	1957	tags=24%, list=13%, signal=27%	
REACTOME_SODIUM_CALCIUM_EXCHANGERS	REACTOME_SODIUM_CALCIUM_EXCHANGERS		7	-0.6525932	-1.4675268	0.08669355	0.37462708	1.0	487	tags=29%, list=3%, signal=29%	
REACTOME_GAP_JUNCTION_DEGRADATION	REACTOME_GAP_JUNCTION_DEGRADATION		10	-0.5906225	-1.4636586	0.064705886	0.38100824	1.0	142	tags=20%, list=1%, signal=20%	
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT		5	-0.7245955	-1.4627674	0.06004141	0.3802412	1.0	3442	tags=80%, list=22%, signal=103%	
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE		12	-0.5487542	-1.4625313	0.056818184	0.37787414	1.0	1828	tags=50%, list=12%, signal=57%	
REACTOME_HDL_REMODELING	REACTOME_HDL_REMODELING		5	-0.7215372	-1.460711	0.07421875	0.3791864	1.0	2526	tags=60%, list=16%, signal=72%	
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION		8	-0.6190983	-1.4545851	0.073267326	0.39117295	1.0	2164	tags=38%, list=14%, signal=44%	
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS		12	-0.5335836	-1.4538959	0.08	0.38964447	1.0	2157	tags=42%, list=14%, signal=48%	
REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE	REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE		12	-0.54656905	-1.4538693	0.06706114	0.38670444	1.0	42	tags=17%, list=0%, signal=17%	
REACTOME_RND1_GTPASE_CYCLE	REACTOME_RND1_GTPASE_CYCLE		38	-0.3999626	-1.4534667	0.043636363	0.3846257	1.0	2140	tags=29%, list=14%, signal=34%	
REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM	REACTOME_PHENYLALANINE_AND_TYROSINE_METABOLISM		6	-0.68039846	-1.4475693	0.07392996	0.39594203	1.0	110	tags=17%, list=1%, signal=17%	
