NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS	REACTOME_RHO_GTPASES_ACTIVATE_ROCKS		5	0.4753354	0.948047	0.54209447	1.0	1.0	3514	tags=60%, list=23%, signal=78%	
REACTOME_NOD1_2_SIGNALING_PATHWAY	REACTOME_NOD1_2_SIGNALING_PATHWAY		32	0.27182972	0.9475647	0.53648067	1.0	1.0	2194	tags=22%, list=14%, signal=25%	
REACTOME_ENDOGENOUS_STEROLS	REACTOME_ENDOGENOUS_STEROLS		14	0.33493346	0.9471931	0.5146443	1.0	1.0	83	tags=7%, list=1%, signal=7%	
REACTOME_PECAM1_INTERACTIONS	REACTOME_PECAM1_INTERACTIONS		12	0.35511142	0.9444422	0.5264271	1.0	1.0	1083	tags=17%, list=7%, signal=18%	
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM		20	0.2969556	0.94283766	0.5106383	1.0	1.0	3998	tags=35%, list=26%, signal=47%	
REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING	REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING		17	0.31370917	0.942268	0.51428574	1.0	1.0	2116	tags=24%, list=14%, signal=27%	
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION	REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION		31	0.26982036	0.9419826	0.5346756	1.0	1.0	2520	tags=26%, list=16%, signal=31%	
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1		22	0.29037952	0.9416532	0.5439815	1.0	1.0	1398	tags=18%, list=9%, signal=20%	
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES		138	0.19861503	0.9407571	0.6309227	1.0	1.0	2194	tags=19%, list=14%, signal=22%	
BIOCARTA_FAS_PATHWAY	BIOCARTA_FAS_PATHWAY		28	0.2729106	0.9393459	0.5769231	1.0	1.0	2274	tags=21%, list=15%, signal=25%	
REACTOME_SHC_MEDIATED_CASCADE_FGFR2	REACTOME_SHC_MEDIATED_CASCADE_FGFR2		7	0.41928762	0.93829703	0.5479744	1.0	1.0	4021	tags=57%, list=26%, signal=77%	
REACTOME_PYROPTOSIS	REACTOME_PYROPTOSIS		21	0.29308683	0.93783975	0.5386266	1.0	1.0	1266	tags=19%, list=8%, signal=21%	
